timestamp,open,high,low,close
1762150500000,4014.338,4017.895,4013.068,4016.885
1762150800000,4016.905,4018.335,4013.305,4017.485
1762151100000,4017.145,4018.248,4013.515,4016.135
1762151400000,4016.148,4016.325,4012.835,4014.628
1762151700000,4014.628,4016.595,4013.595,4015.925
1762152000000,4015.945,4017.695,4015.195,4015.255
1762152300000,4015.235,4016.595,4013.585,4016.545
1762152600000,4016.575,4018.275,4015.245,4016.925
1762152900000,4016.905,4018.305,4014.025,4017.205
1762153200000,4017.225,4023.255,4015.605,4021.665
1762153500000,4021.495,4022.038,4017.365,4019.895
1762153800000,4019.865,4019.918,4014.795,4014.895
1762154100000,4014.925,4016.275,4013.275,4014.955
1762154400000,4014.985,4017.895,4014.645,4015.635
1762154700000,4015.675,4020.275,4015.575,4018.795
1762155000000,4018.578,4019.875,4015.685,4017.285
1762155300000,4017.325,4022.898,4017.325,4020.485
1762155600000,4020.509,4023.005,4020.345,4021.935
1762155900000,4021.925,4022.698,4020.259,4022.185
1762156200000,4022.145,4025.625,4022.135,4023.015
1762156500000,4022.995,4025.405,4021.845,4025.078
1762156800000,4025.078,4027.045,4024.948,4026.648
1762157100000,4026.648,4027.865,4023.835,4025.298
1762157400000,4025.275,4026.705,4020.355,4021.345
1762157700000,4021.335,4023.315,4018.485,4019.365
1762158000000,4019.345,4020.065,4015.475,4015.825
1762158300000,4015.885,4016.345,4010.905,4014.198
1762158600000,4014.205,4016.198,4011.745,4013.335
1762158900000,4013.305,4016.315,4013.235,4014.255
1762159200000,4014.275,4017.305,4012.295,4016.395
1762159500000,4016.385,4016.845,4012.625,4016.835
1762159800000,4016.815,4018.055,4014.365,4015.375
1762160100000,4015.405,4020.515,4015.145,4019.395
1762160400000,4019.645,4020.355,4016.365,4019.265
1762160700000,4019.185,4025.755,4018.955,4025.255
1762161000000,4025.255,4025.515,4021.279,4021.338
1762161300000,4021.348,4021.838,4015.735,4017.085
1762161600000,4017.065,4019.598,4014.135,4014.625
1762161900000,4014.625,4014.625,4004.898,4006.875
1762162200000,4006.865,4007.745,4000.648,4002.985
1762162500000,4002.955,4005.015,4002.155,4003.038
1762162800000,4002.885,4003.425,3996.085,3996.935
1762163100000,3996.865,4000.875,3992.875,4000.445
1762163400000,4000.405,4004.975,3999.795,4002.445
1762163700000,4002.395,4003.455,3999.995,4000.165
1762164000000,4000.355,4004.615,3996.535,3996.538
1762164300000,3996.555,3997.915,3994.185,3996.105
1762164600000,3996.085,3999.255,3995.455,3997.205
1762164900000,3996.915,3998.985,3996.365,3997.775
1762165200000,3997.715,3998.515,3995.418,3996.595
